regAddr,coordinate
深圳市罗湖区黄贝街道凤凰社区凤凰路193号海珑华苑海天阁2020,"114.13275,22.547104"
深圳市罗湖区桂园街道宝安南路振业大厦1205室,"114.111465,22.544098"
深圳市罗湖区莲塘街道罗沙路万科东方尊峪6栋3单元13D,"114.19124,22.5583"
深圳市罗湖区翠竹街道田贝四路85号广发综合楼605A,"114.12477,22.565702"
深圳市罗湖区东门街道城东社区深南东路2010号奥康德集团7层1号,"114.128456,22.545048"
深圳市罗湖区莲塘街道聚宝路190号第一工业区118栋6层602室,"114.170685,22.566053"
深圳市罗湖区翠竹路1058号逸翠大厦七楼702-03室,"114.13039,22.562857"
深圳市罗湖区东晓街道金稻田路1141号G栋首层,"114.12522,22.586945"
深圳市罗湖区深南东路4002号鸿隆世纪广场四—五层（仅限办公）,"114.11468,22.54355"
深圳市罗湖区清水河街道坭岗社区坭岗西路1012-1020号祥青苑坭岗西路1018-1,"114.10207,22.566935"
深圳市罗湖区黄贝街道新秀村北区11栋304,"114.14627,22.54843"
深圳市罗湖区布吉路1021号天乐大厦709,"114.1178,22.581434"
深圳市罗湖区翠竹街道田贝四路42号万山珠宝园1号厂房20901-2号,"114.128365,22.56907"
深圳市罗湖区南湖街道嘉宾路国际商业大厦北座 18楼1811号,"114.11793,22.539366"
深圳市罗湖区南湖街道春风路佳宁娜友谊广场B座2106室,"114.11934,22.537247"
深圳市罗湖区黄贝街道凤凰社区深南东路1086号集浩大厦B903,"114.13517,22.546452"
深圳市罗湖区田贝四路与贝丽北路交汇处阳光天地家园B座明月阁2107,"114.12787,22.56737"
深圳市罗湖区翠竹街道翠竹路2058号旭飞华达园裙楼3楼309-3I,"114.129715,22.571531"
深圳市罗湖区南湖街道东门南路2006号宝丰大厦主楼512A,"114.12521,22.539705"
深圳市罗湖区翠竹北路旭飞华达园京都阁1903,"114.12953,22.570492"
深圳市罗湖区东晓路特力布心工业区5栋六层（西）,"114.13766,22.576504"
深圳市罗湖区笋岗街道北站路15号笋岗南村49栋604室,"114.11653,22.560946"
深圳市罗湖区南湖街道嘉宾路城市天地广场E座3709,"114.11322,22.537697"
深圳市罗湖区沿河北路新湖小区五栋四楼,"114.14467,22.56069"
深圳市罗湖区南湖街道人民南路3012号天安国际大厦B座901室,"114.11949,22.54185"
深圳市罗湖区笋岗街道笋西社区笋岗东路3002号万通大厦615、616室,"114.10778,22.556774"
深圳市罗湖区南湖街道和平路金田大厦1305,"114.11524,22.538836"
深圳市罗湖区东门北路虹楼501-E,"114.129486,22.555473"
深圳市罗湖区宝安南路深港豪苑豪晖阁14E,"114.10994,22.550365"
深圳市罗湖区南湖街道东门南路文锦渡口岸大楼A座808,"114.128235,22.538258"
深圳市罗湖区黄贝街道文华社区深南东路1027号文华大厦西座11E,"114.13492,22.545261"
深圳市罗湖区黄贝街道爱国路金通大厦B座2803,"114.13359,22.553122"
深圳市罗湖区红岗北路1106号越众产业园5栋,"114.10711,22.583477"
深圳市罗湖区红岭中路2068号中深国际大厦6楼601-604房,"114.10478,22.552773"
深圳市罗湖区东门街道深南东路金丰城大厦B座1201-03-53,"114.11009,22.540936"
深圳市罗湖区东门街道深南东路2002号中国物贸大厦1108房,"114.12975,22.545433"
深圳市罗湖区莲塘街道港莲一村7栋703室,"114.16734,22.566517"
深圳市罗湖区黄贝街道文华大厦西座28楼D室,"114.13492,22.545261"
深圳市罗湖区桂园街道宝安路风格名苑B栋30A,"114.10982,22.551088"
深圳市罗湖区桂园街道深南东路5033号金山大厦1307、1308,"114.1092,22.540976"
深圳市罗湖区清水河街道坭岗社区金银园小区2栋3单元1304,"114.097984,22.568823"
深圳市罗湖区桂园街道宝安南路1001号华瑞大厦A栋23G,"114.10943,22.536718"
深圳市罗湖区南湖街道嘉南社区春风路3019号庐山花园C座18A8,"114.12375,22.537148"
深圳市罗湖区南湖街道深南东路118号和平路宝平街世界金融中心B座705,"114.11384,22.542158"
深圳市罗湖区东湖街道东湖路90号景亿山庄1栋403房,"114.14187,22.579794"
深圳市罗湖区东门街道城东社区深南东路2028号罗湖商务中心裙楼419,"114.12694,22.545048"
深圳市罗湖区罗芳路一冶南方大厦B座1005房,"114.14874,22.54788"
深圳市罗湖区莲塘街道西岭社区罗沙路4089号四季御园3栋1002,"114.157234,22.553303"
深圳市罗湖区南湖街道罗湖桥社区人民南路2069号国商大厦国商北座903,"114.11843,22.539131"
深圳市罗湖区桂园路桂花大厦17楼D室,"114.112785,22.547333"
深圳市罗湖区清水河街道银湖路8号颐园7栋,"114.086205,22.574524"
深圳市罗湖区南湖街道新安路森威大厦雍景园17E,"114.129715,22.540234"
深圳市罗湖区南湖街道东门南路3009号金源大厦13L,"114.1216,22.542376"
深圳市罗湖区笋岗街道笋岗东路3002号万通大厦20层2011室,"114.10778,22.556774"
深圳市罗湖区笋岗街道田心社区宝安北路3008号宝能中心A栋13层1312、1314（宝能慧谷）,"114.10933,22.563303"
深圳市罗湖区南湖街道人民南路国贸大厦10楼整层,"114.11946,22.540804"
深圳市罗湖区田贝四路2号化工大厦东1009房,"114.12971,22.567575"
深圳市罗湖区清水河街道玉龙新村C区58栋B402,"114.09996,22.577328"
深圳市罗湖区桂园街道深南东路5016号京基一百大厦A座6502单元,"114.10672,22.542978"
深圳市罗湖区笋岗街道田心社区宝安北路3008号宝能中心A栋16层,"114.10933,22.563303"
深圳市罗湖区桂园街道深南中路5045号深业中心2708室,"114.10448,22.542795"
深圳市罗湖区南湖街道和平社区深南东路4003号世界金融中心A2F,"114.11384,22.542158"
深圳市罗湖区黄贝街道春风路文锦花园22栋4B,"114.13273,22.543472"
深圳市罗湖区南湖街道嘉北社区迎春路12号海外联谊大厦1313-136,"114.11716,22.541714"
深圳市罗湖区东晓街道东盛路68号中金辐照中心大院7栋东二楼,"114.130905,22.576414"
深圳市罗湖区桂园街道深南东路5018号大剧院东座3楼,"114.10562,22.54263"
深圳市罗湖区向西村13栋602,"114.1262,22.541615"
深圳市罗湖区莲塘街道仙湖社区国威路68号国威商务大厦1003A,"114.16953,22.564249"
深圳市罗湖区笋岗街道田心社区宝安北路3038号六金广场A栋(宝能慧谷)十八层1818室,"114.1087,22.56385"
深圳市罗湖区笋岗街道田心社区宝岗路146号裕华大厦4层A415,"114.11134,22.567072"
深圳市罗湖区莲塘街道国威路高新互联网产业园104栋A505号,"114.17284,22.56752"
深圳市罗湖区翠竹街道东门北路1032号11楼网邦电商园,"114.12908,22.555296"
深圳市罗湖区南湖街道新南社区深南东路2011号万科深南广场T1-1020,"114.12747,22.549776"
深圳市罗湖区嘉宾路海燕大厦19楼A02,"114.1176,22.539888"
深圳市罗湖区桂园街道红桂路2068号红桂大厦7楼西侧716房,"114.10782,22.550203"
深圳市罗湖区深南东路2019号东乐大厦1106B,"114.12716,22.544308"
深圳市罗湖区笋岗街道宝安北路国际商品交易大厦5楼C区C50,"114.10948,22.557673"
深圳市罗湖区翠竹街道文锦中路合正荣悦一栋1107房,"114.12964,22.55286"
深圳市罗湖区桂园街道松园社区笋岗东路3019号百汇大厦北座25C,"114.10691,22.555311"
深圳市罗湖区黄贝街道新秀社区沿河北路1002号瑞思大厦905,"114.14271,22.547468"
深圳市罗湖区笋岗街道笋岗东路2121号华凯大厦806-3,"114.11069,22.55544"
深圳市罗湖区翠竹街道水贝二路56号特力大厦9楼922室,"114.12405,22.57133"
深圳市罗湖区东湖街道东昌路62号达佳综合楼首层第5单元,"114.135826,22.579905"
深圳市罗湖区东门街道中兴路翠园街华隆园B栋1205.,"114.12696,22.550327"
深圳市罗湖区桂园街道大塘龙社区罗湖区红桂路1038号风格名苑A栋25C,"114.11005,22.551062"
深圳市罗湖区南湖街道罗湖社区沿河南路1062号怡都大厦20G,"114.122246,22.533426"
深圳市罗湖区翠竹街道爱国路水库新村325栋103房,"114.138885,22.564552"
深圳市罗湖区春风路佳宁娜友谊广场B座B—1903,"114.11934,22.537247"
深圳市罗湖区深南东路2019号东乐大厦1108A,"114.12716,22.544308"
深圳市罗湖区深南东路信兴广场附楼2812,"114.11019,22.542475"
深圳市罗湖区翠竹街道翠锦社区水贝二路二街三号水贝壹号A709,"114.12791,22.573051"
深圳市罗湖区笋岗街道宝安北路3038号六金广场宝能慧谷13楼1353室,"114.1087,22.56385"
深圳市罗湖区东湖街道大望社区望桐路1189号精鼎文化创意园B8(原新田村新田厂8号)202,"114.17787,22.60292"
深圳市罗湖区南湖街道嘉宾路4051号金威大厦13楼1317,"114.113594,22.538637"
深圳市罗湖区笋岗街道田心社区宝安北路3038号六金广场A栋(宝能慧谷)十六层1612单元,"114.1087,22.56385"
深圳市罗湖区翠竹街道田贝四路化工大厦东座5楼505,"114.12966,22.56755"
深圳市罗湖区桂园街道深南东路5002号地王大厦4308室,"114.110435,22.54253"
深圳市罗湖区翠竹北路石化水贝工业区一栋一层、二层西边,"114.12755,22.577623"
深圳市罗湖区翠竹街道愉天社区田贝四路145号湖景大厦田贝四路153,"114.12357,22.565248"
深圳市罗湖区文锦路东文锦广场裙楼第一层A32,"114.12554,22.557646"
深圳市罗湖区桂园街道深南东路5001号华润大厦L4层,"114.11099,22.540983"
深圳市罗湖区笋岗街道笋岗东路3002号万通大厦2011,"114.10778,22.556774"
深圳市罗湖区笋岗街道洪湖东路碧湖花园碧波阁7C,"114.1204,22.557884"
深圳市罗湖区翠竹街道田贝四路与贝丽北路交汇处阳光天地花园B座明月阁2107,"114.12787,22.56737"
深圳市罗湖区莲塘街道罗沙路2018号东方尊峪花园雍怡阁12B,"114.06830000000002,22.545540000000074"
深圳市罗湖区黄贝街道黄贝岭社区深南东路1002号深业东岭3栋3709,"114.14078,22.54735"
深圳市罗湖区翠竹街道太宁路85号罗湖科技大厦615,"114.13891,22.56812"
深圳市罗湖区春风路佳宁娜友谊广场C座-805,"114.1194,22.53679"
深圳市罗湖区南湖街道新南社区深南东路2011号万科深南广场T1-3922,"114.12747,22.549776"
深圳市罗湖区笋岗街道笋西社区笋岗东路3002号万通大厦2112,"114.10778,22.556774"
深圳市罗湖区笋岗东路长虹大厦1212D,"114.10778,22.55548"
深圳市罗湖区东门街道人民北路TOT顶尖时尚广场四楼2073号,"114.12031,22.550781"
深圳市罗湖区桂园街道笋岗东路2127号华通大厦1607,"114.06830000000002,22.545540000000074"
深圳市罗湖区南湖街道向西社区嘉宾路1019号粤鹏大厦25C之一,"114.06830000000002,22.545540000000074"
深圳市罗湖区文锦中路东侧锦绣大厦A栋12B,"114.12995,22.551811"
深圳市罗湖区笋岗街道宝岗路23号笋岗大厦811,"114.11184,22.56414"
深圳市罗湖区翠竹街道翠锦社区翠竹路2099号水贝工业区18栋6层6E02室,"114.06830000000002,22.545540000000074"
深圳市罗湖区南湖街道迎春路海外联谊大厦2217-2218,"114.11716,22.541714"
深圳市罗湖区金碧路6号金湖花园A区5栋201,"114.09414,22.56865"
深圳市罗湖区南湖街道和平社区嘉宾路4018号爵士大厦27B12,"114.114555,22.539104"
深圳市罗湖区笋岗街道笋西社区梅园路125号艺茂中心三层C104,"114.10545,22.5619"
深圳市罗湖区黄贝街道深南东路与沿河北路交汇处靖轩豪苑A栋2405,"114.139946,22.547705"
深圳市罗湖区南湖街道嘉南社区春风路3019号庐山花园A座28层C单位,"114.12375,22.537148"
深圳市罗湖区翠竹街道翠锦社区水贝二路56号特力大厦1308,"114.12405,22.57133"
深圳市罗湖区笋岗街道宝安北路展艺路810栋艺赏中心三楼,"114.10582,22.56035"
深圳市罗湖区黄贝岭上村9号302,"114.1427,22.550886"
深圳市罗湖区翠竹街道翠锦社区水贝二路38号西北侧特力水贝珠宝大厦A座19层A1902A,"114.125465,22.571753"
深圳市罗湖区人民南路华民大厦16A,"114.11875,22.534126"
深圳市罗湖区黄贝街道深南东路集浩大厦2502,"114.13537,22.546381"
深圳市罗湖区南湖街道嘉宾路彭年写字楼3004,"114.11461,22.538763"
深圳市罗湖区宝安北路4002号百利玛家居装饰广场6H,"114.108734,22.56809"
深圳市罗湖区水贝村17号205,"114.12397,22.569551"
深圳市罗湖区笋岗街道笋岗东路3002号万通大厦2011,"114.10778,22.556774"
深圳市罗湖区南湖街道人民南路2010号发展中心大厦807,"114.11954,22.53873"
深圳市罗湖区东晓街道太白路雍翠华府4栋2409号,"114.12244,22.577988"
深圳市罗湖区人民南路新安大厦13楼1303F,"114.11835,22.542192"
深圳市罗湖区火车站广场路25号罗湖商业城-1/F南通道商场D-15,"114.11913,22.529472"
深圳市罗湖区宝安南路2014号振业大厦B座二层中南,"114.11107,22.544666"
深圳市罗湖区笋岗街道笋西社区笋岗东路3002号万通大厦701-715,"114.10778,22.556774"
深圳市罗湖区南湖街道渔村路38号港逸豪庭2楼32室,"114.1131,22.533989"
深圳市罗湖区清水河街道红岗北路金祥都市花园金馨苑10栋702,"114.06830000000002,22.545540000000074"
深圳市罗湖区嘉宾路国际商业大厦东座19楼1908房,"114.11794,22.539371"
深圳市罗湖区莲塘街道鹏兴社区鹏兴路2号鹏基工业区706栋二层203,"114.16309,22.561178"
深圳市罗湖区笋岗街道梨园路607号东座三楼303,"114.11212,22.569452"
深圳市罗湖区笋岗街道笋西社区展艺路49号802栋二单元B1（艺览中心A305）,"114.10483,22.560324"
深圳市罗湖区东晓街道布吉路1021号天乐大厦21楼2105~2109,"114.1178,22.581434"
深圳市罗湖区笋岗街道宝安北路桃园综合大楼（827栋）八楼8D1,"114.10948,22.557673"
深圳市罗湖区笋岗街道展艺路艺茂中心7楼G009,"114.10543,22.560705"
深圳市罗湖区清水河街道清水河三路18号博隆大厦12楼07,"114.11109,22.576233"
深圳市罗湖区笋岗东路华通大厦1607室,"114.11018,22.555365"
深圳市罗湖区笋岗街道笋西社区展艺路38号803栋2层234,"114.10468,22.560654"
深圳市罗湖区黄贝街道凤凰路凤山大厦东座15D,"114.06830000000002,22.545540000000074"
深圳市罗湖区南湖街道和平社区嘉宾路4018号爵士大厦17A13,"114.114555,22.539104"
深圳市罗湖区外运路粤鹏大厦22B,"114.12405,22.541168"
深圳市罗湖区嘉宾路20号爵士大厦21B03,"114.114555,22.539104"
深圳市罗湖区太白路松泉山庄3栋5栋裙楼三层东段301,"114.12532,22.577684"
深圳市罗湖区草埔比华利山庄7栋702房,"114.119156,22.587713"
深圳市罗湖区黄贝街道沿河北路1002号瑞思国际C座三楼,"114.14271,22.547468"
深圳市罗湖区东晓街道太白路东昌公交总站小区8单元515,"114.06830000000002,22.545540000000074"
深圳市罗湖区笋岗街道笋西社区梅园路115号816栋一单元四层408,"114.10652,22.561928"
深圳市罗湖区凤凰街13号铺（仅做办公场所）,"114.13338,22.54855"
深圳市罗湖区翠竹街道东昌路今日家园明秀轩楼10A室,"114.136154,22.581238"
深圳市罗湖区清水河街道草埔西社区红岗路1168号金祥都市花园佳园A座204,"114.10849,22.584862"
深圳市罗湖区宝安北路国际商品交易大厦五楼B区B16,"114.10888,22.561447"
深圳市罗湖区南湖街道沿河南路1070号罗湖金岸大厦2栋9楼D室。,"114.12349,22.534307"
深圳市罗湖区深南东路设计院大厦A栋一楼101,"114.12539,22.544218"
深圳市罗湖区翠竹北路凯利大厦西面北座四楼403号,"114.12687,22.578144"
深圳市罗湖区笋岗东路华通大厦1217,"114.11018,22.555365"
深圳市罗湖区深南东路经泽大厦九楼901,"114.13941,22.547132"
深圳市罗湖区东湖街道东乐社区布心路1023号东乐花园111A栋6A,"114.14064,22.572577"
深圳市罗湖区桂园街道宝安南路1044号河南外贸大院3栋701,"114.11204,22.540436"
深圳市罗湖区南湖街道文锦社区新安路4号森威大厦雍景园5A2,"114.129715,22.540234"
深圳市罗湖区桂园街道笋岗路长虹大厦1404室,"114.10778,22.55548"
深圳市罗湖区莲塘街道西岭下村北区11栋6楼617,"114.1599,22.557255"
深圳市罗湖区南湖街道嘉南社区春风路3019号庐山花园A座11层1101房,"114.12375,22.537148"
深圳市罗湖区南湖街道沿河路怡都大厦5楼5C房,"114.122246,22.533426"
深圳市罗湖区清水河街道清水河五路8号二楼205.206至216，218室,"114.11296,22.583633"
深圳市罗湖区南湖街道深南东路华乐大厦406室,"114.128174,22.544127"
深圳市罗湖区嘉宾路4028号太平洋商贸大厦B座612T（仅限办公）,"114.11357,22.539127"
深圳市罗湖区黄贝街道北斗路新天地名居E-1828,"114.13401,22.544403"
深圳市罗湖区东湖街道太白路1069号布心花园四区1栋402,"114.142555,22.577557"
深圳市罗湖区笋岗街道宝安北路桃园综合大楼（827栋）五楼5013（入驻：深圳银钟商务秘书有限公司）,"114.10948,22.557673"
深圳市罗湖区东湖街道东乐社区布心路1023号东乐花园乐群楼乐怡楼裙楼三层338AN,"114.14081,22.572506"
深圳市罗湖区黄贝街道爱国路怡景花园荷景阁2a,"114.137474,22.552645"
深圳市罗湖区黄贝街道深南东路长安大厦510,"114.13182,22.544807"
深圳市罗湖区南湖街道春风路国晖大厦16B,"114.12448,22.537214"
深圳市罗湖区南湖街道春风路联城大厦1栋9层东之二,"114.125595,22.539356"
深圳市罗湖区深南东路4003号世界金融中心A座30层AH单元,"114.06830000000002,22.545540000000074"
深圳市罗湖区南湖街道嘉宾路2002号彭年广场33楼3306室,"114.12254,22.54093"
深圳市罗湖区翠竹街道贝丽南路63号信中大厦5楼E1001A,"114.126495,22.565607"
深圳市罗湖区黄贝街道华丽东村10栋102房,"114.13567,22.550793"
深圳市罗湖区沿河南路惠州大厦820室,"114.12841,22.538336"
深圳市罗湖区黄贝街道沿河北路1002号瑞思国际C座2楼202A室,"114.14271,22.547468"
深圳市罗湖区翠竹街道贝丽北路水贝工业区18栋6楼C,"114.127,22.570196"
深圳市罗湖区南湖街道春风路佳宁娜友谊广场A座1104室,"114.11934,22.53699"
深圳市罗湖区黄贝街道凤凰社区深南东路1086号集浩大厦A808,"114.13517,22.546452"
深圳市罗湖区翠竹街道贝丽北路西水贝二路北泊林花园2栋17G,"114.12683,22.57119"
深圳市罗湖区清水河街道坭岗社区坭岗西路1046鸿颖大厦2310,"114.097786,22.566174"
深圳市罗湖区红岗北路金祥悦园115号商铺,"114.109215,22.584194"
深圳市罗湖区笋岗街道田心社区宝安北路3008号宝能中心A栋7层7B20,"114.10933,22.563303"
深圳市罗湖区桂园街道松园北街西侧笋岗路南侧鸿翔花园7座2102部分,"114.10641,22.554047"
深圳市罗湖区笋岗街道笋西社区笋岗东路3002号万通大厦1002-D07,"114.10778,22.556774"
深圳市罗湖区笋岗街道宝安北路桃园商业大厦3031,"114.1089,22.559408"
深圳市罗湖区水贝二路特力大厦1212室,"114.12405,22.57133"
深圳市罗湖区东乐花园乐丰乐富乐康裙楼二层（229-01单元）,"114.1408,22.57002"
深圳市罗湖区莲塘街道仙湖社区国威路东8号华景园别墅北区A14整套-D,"114.17699,22.56394"
深圳市罗湖区宝岗路西祥福雅居彩虹阁2201,"114.06830000000002,22.545540000000074"
深圳市罗湖区桂园街道深南东路地王大厦附楼东座2612室,"114.110435,22.54253"
深圳市罗湖区深南路5015号金丰城B座4层308-N,"114.110275,22.541155"
深圳市罗湖区翠竹街道翠锦社区翠竹路2099号水贝工业区1栋5层A511,"114.12901,22.570639"
深圳市罗湖区清水河街道清水河社区清水河一路52号博隆大厦2102,"114.11032,22.577843"
深圳市罗湖区莲塘街道国威路221号莲馨园鹤翔阁6003房,"114.17276,22.56301"
深圳市罗湖区翠竹街道水贝一路金展国际珠宝广场13楼05,"114.127754,22.569542"
深圳市罗湖区南湖街道春风路北侧置地逸轩B塔楼18D,"114.12108,22.537352"
深圳市罗湖区黄贝路碧波花园30栋101,"114.14428,22.558937"
深圳市罗湖区笋岗街道笋岗东路3002号万通大厦20层11室,"114.10778,22.556774"
深圳市罗湖区翠竹街道翠竹路旭飞华达园裙楼四楼406,"114.129715,22.571531"
深圳市罗湖区东晓街道东晓社区太白路3033号百仕达三期5栋2D,"114.133514,22.57625"
深圳市罗湖区东晓街道布吉路富基帕克大厦1506,"114.12015,22.575943"
深圳市罗湖区宝安中路中航凯特公寓14B5,"114.10891,22.551298"
深圳市罗湖区黄贝街道新谊社区文锦中路1018号海丽大厦丽都阁27F,"114.13173,22.549778"
深圳市罗湖区莲塘路197号莲花阁5栋二单元404号,"114.170296,22.561419"
深圳市罗湖区人民南路天安国际大厦A804,"114.11923,22.542278"
深圳市罗湖区翠竹街道东门北路1050号海洋大厦320房,"114.129684,22.555763"
深圳市罗湖区深南东路集浩大厦B1209,"114.13537,22.546381"
深圳市罗湖区翠竹街道翠竹北路旭飞华达园银座阁2007,"114.12953,22.570492"
深圳市罗湖区和平路1076号深铁大厦11楼1107室,"114.1157,22.538855"
深圳市罗湖区翠竹街道翠竹北路石化工业区3栋6楼东,"114.12755,22.577623"
深圳市罗湖区东门街道人民北路永通大厦8楼A区,"114.12098,22.55499"
深圳市罗湖区黄贝街道新秀路3号交运综合楼4栋401,"114.15045,22.54764"
深圳市罗湖区笋岗街道梨园路北侧笋岗仓库区807栋整栋808栋整栋第六层F011号,"114.10672,22.562754"
深圳市罗湖区人民南路天安国际大厦A座2003-08室,"114.119644,22.54203"
深圳市罗湖区南湖街道东门南路3002号华都园大厦9楼D室,"114.12311,22.541521"
深圳市罗湖区东湖街道金湖社区翠荫路488号山湖居F栋704,"114.14144,22.583748"
深圳市罗湖区南湖街道新安路59号联城美园华美阁6A02,"114.128525,22.543339"
深圳市罗湖区东门街道中兴路239号外贸集团大厦506室,"114.12345,22.54876"
深圳市罗湖区延芳路安业馨园AB栋4楼408,"114.15394,22.542377"
深圳市罗湖区展艺路艺览会中心5楼502室,"114.10501,22.560383"
深圳市罗湖区南湖街道嘉北社区嘉宾路2018号深华商业大厦1712-1715（1714-1715）,"114.12119,22.540504"
深圳市罗湖区桂园街道宝安南路3083号蔡屋围发展大厦401室,"114.108765,22.55475"
深圳市罗湖区笋岗街道宝安北路笋岗仓库区814栋3006、3007,"114.10894,22.55673"
深圳市罗湖区清水河街道清水河社区清水河一路和三路交叉口东南角博丰大厦1506、1507,"114.1007,22.57022"
深圳市罗湖区黄贝街道爱国路怡景花园牡丹村B径5号,"114.137474,22.552645"
深圳市罗湖区南湖街道春凤路3038号置地广场A座24I,"114.12105,22.537264"
深圳市罗湖区东晓街道绿景社区金稻田路69号比华利山庄1栋305,"114.119896,22.587805"
深圳市罗湖区东湖街道太白路布心花园3区6栋109室,"114.14157,22.578276"
深圳市罗湖区笋岗街道展艺路艺展中心三期二楼226号,"114.10642,22.560663"
深圳市罗湖区桂园街道红岭中路1008号荔景大厦A座1215室,"114.10534,22.544846"
深圳市罗湖区桂园街道桂园路电影大厦裙楼二楼北区2-27B房,"114.11321,22.544844"
深圳市罗湖区翠竹街道翠竹北路33号凯利大厦205,"114.12687,22.578144"
深圳市罗湖区东门南路3005号寸金大厦14层14K,"114.12205,22.541767"
深圳市罗湖区笋岗街道笋岗村49栋605室,"114.114075,22.565054"
深圳市罗湖区笋岗街道田心社区宝安北路3038号六金广场A栋(宝能慧谷)十四层C座32号,"114.1087,22.56385"
深圳市罗湖区解放路永新街永新商业城4011房,"114.11671,22.5449"
深圳市罗湖区东湖街道新田村望桐路1189号大望精鼎文化创意产业园B7第三层左侧,"114.17787,22.60292"
深圳市罗湖区桂园街道宝安南路2014号振业大厦A座23EF室,"114.111465,22.544098"
深圳市罗湖区南湖街道罗湖桥社区人民南路2069号国际商业大厦东座1801-1818（1807室）,"114.11843,22.539131"
深圳市罗湖区笋岗街道宝安北路1001号帝豪酒店1楼商铺110号,"114.10894,22.55673"
深圳市罗湖区南湖街道人民南路天安国际大厦B座2609,"114.1196,22.542072"
深圳市罗湖区嘉宾路海燕大厦19楼C07,"114.1176,22.539888"
深圳市罗湖区南湖街道和平社区嘉宾路4028号太平洋商贸大厦19D室,"114.11357,22.539127"
深圳市罗湖区黄贝街道文华社区深南东路1027号文华大厦西座9ABC,"114.13492,22.545261"
深圳市罗湖区笋岗街道文锦北路洪湖一街5号大院内自编铺位59号,"114.12328,22.558964"
深圳市罗湖区黄贝街道凤凰社区深南东路1110号福德花园一层2号,"114.13517,22.546452"
深圳市罗湖区桂园街道大塘龙社区笋岗东路2127号华通大厦1909,"114.11018,22.555365"
深圳市罗湖区翠竹街道翠锦社区布心路3033号水贝壹号A1202,"114.125404,22.573513"
深圳市罗湖区南湖街道文锦社区新安路4号森威大厦雍景园5I,"114.129715,22.540234"
深圳市罗湖区文锦北路2028号逸湖居商场三层11号,"114.12314,22.567656"
深圳市罗湖区翠竹街道翠锦社区水贝一路20号金展珠宝广场301-3F-030,"114.1275,22.569712"
深圳市罗湖区银湖路金湖山庄综合楼一楼101,"114.08746,22.574558"
深圳市罗湖区桂园街道宝安南路3083号蔡屋围发展大厦1805,"114.108765,22.55475"
深圳市罗湖区翠竹街道太宁路145号604室,"114.13963,22.566559"
深圳市罗湖区莲塘街道莲花阁8巷32号,"114.06830000000002,22.545540000000074"
深圳市罗湖区翠竹街道东门北路1032号网邦电商园9楼,"114.12908,22.555296"
深圳市罗湖区东晓街道独树社区太白路4001号双御雅轩1栋802,"114.127525,22.57634"
深圳市罗湖区清水河街道北环大道1018号银湖山庄5栋802,"114.08227,22.570356"
深圳市罗湖区笋岗街道宝安北路口旭飞华天苑B座1923室,"114.10672,22.569822"
深圳市罗湖区建设路东方大厦1304室,"114.12432,22.551296"
深圳市罗湖区南湖街道春风路佳宁娜友谊广场B座B-2204,"114.11934,22.537247"
深圳市罗湖区南湖街道人民南路国际贸易中心大厦B1713房,"114.118126,22.540585"
深圳市罗湖区东湖街道梧桐山赤水洞村15号B栋401,"114.191734,22.591637"
深圳市罗湖区笋岗街道田心社区宝安北路3038号六金广场A栋(宝能慧谷)十四层25室,"114.1087,22.56385"
深圳市罗湖区黄贝街道深南东路集浩大厦B座1201,"114.13575,22.54653"
深圳市罗湖区翠竹北路42号水贝工业区厂房7栋B15号,"114.12778,22.577812"
深圳市罗湖区桂园街道桂园北路160号大塘龙小区21栋303房,"114.11327,22.554441"
深圳市罗湖区东晓街道东盛路68号7栋5楼西侧,"114.130905,22.576414"
深圳市罗湖区宝安北路笋岗仓库824栋4C010A,"114.109886,22.561243"
深圳市罗湖区笋岗街道田心社区宝岗路154号田心大厦1105,"114.11326,22.566359"
深圳市罗湖区黄贝街道深南东路1108号福德花园裙楼3层西侧,"114.1331,22.546171"
深圳市罗湖区沙湾联检区6号,"114.14801,22.57406"
深圳市罗湖区笋岗街道宝安北路笋岗仓库区830.831号陆层622B,"114.10894,22.55673"
深圳市罗湖区翠竹街道翠锦社区田贝四路208号嘉湖新都春天阁2408,"114.12433,22.566257"
深圳市罗湖区南湖街道文锦社区春风路2021号长丰苑A座28C,"114.12726,22.541348"
深圳市罗湖区南湖街道沿河路罗湖金岸1栋609,"114.124146,22.533936"
深圳市罗湖区笋岗街道文锦北路1049号源兴居1座6H,"114.12286,22.562414"
深圳市罗湖区南湖街道嘉宾路4018号爵士大厦14B17,"114.114555,22.539104"
深圳市罗湖区笋岗街道湖景社区笋岗东路1002号宝安广场C座C-1201-12,"114.12177,22.556862"
深圳市罗湖区翠竹街道田贝四路与贝丽北路交汇处阳光天地家园A座天地轩1006,"114.12787,22.56737"
深圳市罗湖区翠竹街道新村社区爱国路3013号水库新村工业区6栋1层,"114.06830000000002,22.545540000000074"
深圳市罗湖区水贝二路6-8号住宅楼6-8栋一层107,"114.12821,22.571331"
深圳市罗湖区黄贝街道怡景社区怡景路2003号怡景花园桂山楼A1,"114.13669,22.552025"
深圳市罗湖区南湖街道罗湖社区人民南路2002号佳宁娜广场A座1604,"114.119576,22.536877"
深圳市罗湖区南湖街道嘉宾路阳光酒店B座9楼909室,"114.12294,22.54009"
深圳市罗湖区翠竹街道翠达社区翠竹路2038号东湖阁2402,"114.129326,22.572998"
